Species,Common name,Scientific name,Price,date
Isopods,Zebra Roly-Poly Isopods,Armadillidium maculatum,$14.99,06. Aug 19 
Lizards,Fischer’s Chameleon,Kinyongia fischeri,$44.99,06. Aug 19 
Snakes,Banded File Elephant Trunk Snake,Acrochordus granulatus,$74.99,06. Aug 19 
Geckos,Baby Mt. Koghis Leachianus Gecko,null,"$1,199.99",06. Aug 19 
Lizards,Schneider Skink,null,$29.99,06. Aug 19 
Turtles,Baby Yellowbelly Slider Turtle,Trachemys scripta scripta,$9.99,05. Aug 19 
Snakes,Emerald Tree Boa,Corallus caninus,$224.99,05. Aug 19 
Amphibians,American Bullfrog,Lithobates catesbeianus,$9.99,05. Aug 19 
Lizards,Juvenile Chinese Water Dragon,Physignathus cocincinus,$19.99,05. Aug 19 
Isopods,Roly-Poly Isopods,Armadillidium vulgare,$9.99,05. Aug 19 
Geckos,Golden Gecko,null,$5.99,05. Aug 19 
Lizards,Baby Monkey Tailed Skink,Corucia zebrata,$499.99,03. Aug 19 
Turtles,Asian Box Turtle,Cuora amboinensis,$44.99,03. Aug 19 
Snakes,Baby Sinaloan Milksnake,Lampropeltis triangulum,$49.99,03. Aug 19 
Isopods,Orange Roly-Poly Isopods,Armadillidium vulgare,$9.99,03. Aug 19 
Snakes,Baby Eastern Chain Kingsnake,Lampropeltis getula getula,$59.99,03. Aug 19 
Snakes,Baby Diamond Python,Morelia spilota spilota,$399.99,03. Aug 19 
Snakes,Black Banded Snake,Scolecophis atrocinctus,$299.99,03. Aug 19 
Tegus,Baby Albino Cherry Ice Tegu,TUPINAMBIS MERIANAE X TUPINAMBIS RUFESCENS,"$2,499.99",03. Aug 19 
Tegus,Baby Deep Purple Tegu,SALVATOR MERIANAE X RUFESCENS,$499.99,03. Aug 19 
Tegus,Baby Albino Purple Ice Tegu,TUPINAMBIS MERIANAE X TUPINAMBIS RUFESCENS,"$2,499.99",03. Aug 19 
Lizards,Blue Tree Monitors,Varanus macraei,"$2,499.99",03. Aug 19 
Tortoises,Baby Giant South African Leopard Tortoise,Geochelone pardalis pardalis,$274.99,03. Aug 19 
Snakes,Baby Lavender Brooks Kingsnake,Lampropeltis getula brooksi,$99.99,03. Aug 19 
Lizards,Dumeril’s Monitor,Varanus dumerilii,$274.99,01. Aug 19 
Snakes,Baby Aberrant California Kingsnake,Lampropeltis getula californiae,$99.99,01. Aug 19 
Snakes,Water Snakes,null,$9.99,01. Aug 19 
Snakes,Baby Sunkissed Cornsnake,Pantherophis guttatus,$49.99,01. Aug 19 
Inverts,Chilean Bronze Tarantula,Paraphysa scrofa,$29.99,01. Aug 19 
Snakes,Baby Schokari Sand Racer,Psammophis schokari,$49.99,01. Aug 19 
Geckos,Super Mossy Leaftail Gecko,Uroplatus sameiti,$149.99,01. Aug 19 
Snakes,Baby Jungle Sunglow Colombian Redtail Boa,Boa constrictor imperator,$499.99,31. Jul 19 
Lizards,Baby Ocellated Uromastyx,Uromastyx ocellatus,$124.99,31. Jul 19 
Inverts,Egyptian Gold Scorpion,Buthacus Occidentalis,$24.99,31. Jul 19 
Amphibians,Dragon Wing Ornate Pacman,Ceratophrys ornata,$29.99,31. Jul 19 
Amphibians,Sunburst Pacman Frog,Ceratophrys cranwelli,$24.99,31. Jul 19 
Turtles,Baby Western Painted Turtle,null,$14.99,31. Jul 19 
Snakes,Baby Ghost Cornsnake,Pantherophis guttatus,$44.99,31. Jul 19 
Snakes,Baby Blonde Trans-Pecos Rat Snake,null,$124.99,31. Jul 19 
Venomous,Jerdoni’s Pit Viper,Protobothrops jerdonii,$399.99,29. Jul 19 
Lizards,Desert Spiny Lizard,Sceloporus magister,$14.99,29. Jul 19 
Snakes,Pied Ball Python,null,$349.99,29. Jul 19 
Lizards,Parson’s Chameleon,Calumma parsonii,$699.99,29. Jul 19 
Lizards,Madagascan Spiny Tail Iguana (Cyclops),Oplurus cyclurus,$29.99,29. Jul 19 
Isopods,Porcellio Dilatatus “Giant Canyon” Isopod,Porcellio dilatatus,$9.99,29. Jul 19 
Inverts,White Spotted Assassin Bug,null,$29.99,29. Jul 19 
Amphibians,C.B. Baby Blue Eyed Dumpy Tree Frog,Litoria caerulea,$29.99,29. Jul 19 
Venomous,Prairie Rattlesnake,Crotalus viridis,$124.99,29. Jul 19 
Lizards,Smallwood’s Anole,Anolis smallwoodi,$149.99,29. Jul 19 
Inverts,Madagascan Flat Scorpion,Opisthacanthus madagascariensis,$24.99,28. Jul 19 
Lizards,Baby Chinese Water Dragon,Physignathus cocincinus,$12.49,28. Jul 19 
Amphibians,Baby Brown Suriname Horned Frog,Ceratophrys cornuta,$39.99,28. Jul 19 
Turtles,Baby Florida Snapping Turtle,Chelydra serpentina,$29.99,25. Jul 19 
Lizards,Giant Water Skink,null,$149.99,25. Jul 19 
Snakes,Baby Aru Green Tree Python,Morelia viridis,$499.99,25. Jul 19 
Snakes,Baby Paradox Snow Kenyan Sand Boa,Eryx colubrinus,$199.99,25. Jul 19 
Lizards,Mophead Iguana,Uranoscodon superciliosus,$24.99,24. Jul 19 
Lizards,Baby Hypo Bearded Dragon,Pogona vitticeps,$59.99,24. Jul 19 
Snakes,Flower’s Racer,Coluber florulentus,$39.99,24. Jul 19 
Snakes,Baby Fire Cornsnake,Pantherophis guttatus,$39.99,24. Jul 19 
Inverts,Scarlet Millipede,Trigoniulus corallinus,$2.99,24. Jul 19 
Snakes,Baby Snow Florida Kingsnake,Lampropeltis getula floridana,$149.99,24. Jul 19 
Turtles,Baby Three Striped Mud Turtle,Kinosternon baurii,$59.99,24. Jul 19 
Inverts,Flat Millipede,null,$4.99,24. Jul 19 
Snakes,Sorong Green Tree Python,Morelia viridis,$599.99,24. Jul 19 
Amphibians,Green & Black Auratus Dart Frog,Dendrobates auratus,$39.99,24. Jul 19 
Snakes,Baby Anaconda Het Albino Western Hognose Snake,Heterodon nasicus,$124.99,24. Jul 19 
