Species,Common name,Scientific name,Price,months
Geckos,Ember Crested Gecko (HYBRID),Correlophus ciliatus x sarasinorum (HYBRID),"$4,999.99",7
Inverts,Featherleg Baboon Tarantula,Stromatopelma calceatum,$29.99,7
Lizards,Abronia Leurolepis,Abronia leurolepis,$499.99,7
Snakes,Baby Hypo Scaleless Everglades Ratsnake,Elaphe obsoleta rossalleni,$199.99,7
Snakes,Baby Caramel Western Hognose Snake,,$299.99,7
Lizards,Green Amieva,Ameiva ameiva,$14.99,7
Snakes,Adult Ball Python,Python regius,$64.99,7
Snakes,Annulated Boa,Corallus annulatus,$599.99,7
Lizards,Abronia Taeniata,,$299.99,7
Lizards,Baby Axanthic Halmahera Blue Tongue Skink,Tiliqua gigas,$399.99,7
Lizards,Baby Hypo Leatherback Bearded Dragon,Pogona vitticeps,$54.99,7
Amphibians,Eastern Newt,Notophthalmus viridescens,$9.99,7
Lizards,Zonosaurus laticaudatus,Zonosaurus laticaudatus,$14.99,7
Lizards,Baby Saharan Red Uromastyx,Uromastyx geyri,$124.99,7
Lizards,Yearling Green Iguana,Iguana iguana,$19.99,7
Inverts,Colombian Giant Redleg Tarantula,Megaphobema Robustum,$39.99,7
Venomous,Baby Mexican West Coast Rattlesnake,Crotalus basiliscus,$124.99,7
Inverts,Curly Haired Tarantula,Brachypelma albopilosum,$24.99,7
Geckos,Brook’s Gecko,Hemidactylus brookii,$2.99,7
Lizards,9-11 Inch Hypo Translucent Bearded Dragon,,$99.99,7
Lizards,Baby Leatherback Bearded Dragon,Pogona vitticeps,$49.99,7
Amphibians,Madagascar Reeds Frogs,Heterixalus madagascariensis,$9.99,7
Lizards,White Eyed Crocodile Skink,Triblonotus novaeguineae,$149.99,7
Amphibians,Adult Green And Black Auratus Dart Frog,LIMITED TIME OFFER: GET 50% OFF SHIPPING WITH THE PURCHASE OF 3 OR MORE,$34.99,7
Snakes,Orange Amazon Tree Boa,Corallus hortulanus,$199.99,7
Snakes,Baby Caramel Jaguar Carpet Python,Morelia Spilota McDowelli,$199.99,7
Turtles,3-4 Inch Stinkpot Musk Turtle,Sternotherus odoratus,$14.99,7
Tortoises,Yellowfoot Tortoises,Geochelone denticulata,$249.99,7
Inverts,Venezuelan Green Bottle Blue Tarantula,Chromatopelma cyaneopubescens,$69.99,7
Amphibians,Inferalanis Tinctorius Dart Frog,Dendrobates tinctorious,$29.99,7
Inverts,Texas Brown Millipede,Orthoporus ornatus,$5.99,7
Inverts,African Trap Door Spider,Ctenolophus purcell,$19.99,7
Turtles,Baby Chinese Golden Thread Turtles,Ocadia sinensis,$39.99,7
Lizards,Baby Ornate Uromastyx,Uromastyx ornata,$274.99,7
Snakes,Baby Broad Banded Mountain Ratsnake,Oreocryptophis porphyraceus laticincta,$249.99,7
Tortoises,Baby Marginated Tortoise,Testudo marginata,$124.99,7
Lizards,Red Headed Agama,Agama agama,$14.99,7
Turtles,Baby Red Ear Slider Turtle,Trachemys scripta elegans,$5.99,7
Lizards,Green Anole,Anolis carolinensis,$3.99,7
Snakes,Baby Northern Banded Water Snake,Nerodia sipedon,$29.99,7
Amphibians,Lipstick Pacman Frog,Ceratophrys cranwelli,$24.99,7
Snakes,Baby Mexican Rosy Boa,Lichanura trivirgata trivirgata,$99.99,7
Inverts,Rear Horn Baboon Tarantula,Ceratogyrus darlingi,$34.99,7
Venomous,McGregor’s Pit Viper,Trimeresurus mcgregori,$999.99,7
Lizards,16+ Inch Veiled Chameleon,Chamaeleo calyptratus,$74.99,7
Inverts,African Twig Mantis,Popa Spurca,$29.99,7
Lizards,Baby Timor Monitor,Varanus timorensis,$174.99,7
Geckos,Flying Gecko,Ptychozoon kuhli,$19.99,7
Inverts,Gooty Sapphire Ornamental Tarantula,Poecilotheria metallica,$94.99,7
Inverts,Stick Insect,Phanocles daxala,$29.99,7
Isopods,Armadillidium Sordidum “Punta Cana” Isopod,Armadillidium Sordidum,$14.99,7
Snakes,Baby Burmese Python,Python bivittatus,$249.99,7
Lizards,Plica Umbra Lizard,Plica umbra,$19.99,7
Snakes,Red MilkSnake,,$249.99,7
Snakes,Baby Central American Boa,Boa Constrictor imperator,$49.99,7
Geckos,Fat Tailed Gecko,Hemitheconyx caudicinctus,$29.99,7
Tegus,Baby Argentine Red Tegu,Tupinambis rufescens,$199.99,7
Snakes,Baby Red Tailed Green Ratsnake,,$99.99,7
Tortoises,Baby Burmese Black Mountain Tortoise,Manouria emys phayrei,$299.99,7
Amphibians,Red Eft Newt,,$7.49,7
Geckos,Baby Premium Crested Gecko,Correlophus ciliatus,$39.99,7
Snakes,Baby False Water Cobra,,$249.99,7
Amphibians,Slimy Salamander,Plethodon glutinosus,$19.99,7
Snakes,Green Water Snake,,$14.99,7
Amphibians,Smooth Sided Toad,,$34.99,7
Snakes,Viper Boa,,$199.99,7
Inverts,Thistle Mantis,,$49.99,7
Inverts,Regal Jumping Spider,Phidippus regius,$14.99,7
Amphibians,Yellow Barred Tiger Salamander,,$34.99,7
Turtles,Baby Florida Softshell Turtle,Apalone ferox,$9.99,7
Inverts,Marshalls Horned Baboon Tarantula,,$39.99,7
Lizards,Bearded Pygmy Chameleon,Rieppeleon brevicaudatus,$24.99,7
Snakes,Baby Mexican Rosy Boas,Lichanura trivirgata saslowi,$99.99,7
Lizards,Halmahera Blue Tongue Skink,Tiliqua gigas,$224.99,7
Lizards,6-8 Inch Citrus Leatherback Bearded Dragon,Pogona vitticeps,$59.99,7
Snakes,Baby Nicaraguan Boa,Boa constrictor imperator,$49.99,7
Inverts,Sun Spider,Solifugae sp.,$24.99,7
Snakes,Baby Albino Redfactor Cornsnake,Pantherophis guttatus,$64.99,7
Lizards,Baby Abronia Graminea,,$99.99,7
Geckos,Raptor Leopard Gecko,Eublepharis macularius,$59.99,7
Inverts,Trinidad Olive Tarantula,Holothele incei,$29.99,7
Lizards,Baby Nile Monitor,,$24.99,7
Turtles,Baby Hypo Common Snapping Turtle,Chelydra serpentina,$149.99,7
Tegus,Baby Red Anertherystic Tegu,Tupinambris merianae,$749.99,7
Turtles,Baby Spiny Softshell Turtle,Apalone spinifera,$24.99,7
Snakes,Baby Mexican Hognose Snake,Heterodon kennerlyi,$149.99,7
Inverts,Cobalt Blue Tarantula,Haplopelma lividum,$59.99,7
Snakes,Baby Trans-Pecos Rat Snake,Bogertophis subocularis,$99.99,7
Lizards,Giant Plated Lizard,Gerrhosaurus validus,$69.99,7
Geckos,Baby Crested Gecko,Correlophus ciliatus,$39.99,7
Amphibians,Red Eyed Tree Frog,Agalychnis callidryas,$24.99,7
Lizards,Meller’s Chameleon,Trioceros melleri,$124.99,7
Geckos,Adult Normal Panther Gecko,Paroedura pictus,$29.99,7
Turtles,Baby Black Wood Turtle,Rhinoclemmys funerea,$64.99,7
Inverts,Texas Tiger Centipede,Scolopendra polymorpha,$14.99,7
Inverts,Redslate Ornamental Tarantula,Poecilotheria rufilata,$69.99,7
Inverts,Vietnam Electric Blue Tarantula,Chilobrachys sp.,$149.99,7
Lizards,Baby Yucatan Spiny Tail Iguana (Ctenosaura Defensor),Ctenosaura defensor,$499.99,7
Amphibians,Tigerleg Monkey Tree Frog,Phyllomedusa hypocondrialis,$19.99,7
Tegus,Albino Blue Tegu #3,Tupinambis Merianae,"$1,499.99",7
Snakes,Baby Hypo Blood Colombian Redtail Boa,,$499.99,7
Inverts,Adult Australian Giant Prickly Stick Insect,,$29.99,7
Lizards,C.B. 4 to 5 inch Veiled Chameleon,Chamaeleo calyptratus,$39.99,7
Snakes,Baby Reticulated Python,Python reticulatus,$99.99,7
Inverts,Spiny Flower Mantis,,$39.99,7
Tegus,Baby Ice Tegu Het Albino,Tupinambis Merianae X Tupinambis rufescens,$499.99,7
Turtles,Baby Caramel Pink Albino Red Ear Slider Turtle,Trachemys scripta elegans,$899.99,7
Geckos,Baby Chocolate Mandarin Pinstripe Crested Gecko,Correlophus ciliatus,$249.99,7
Snakes,Baby San Luis Potosi Kingsnake,Lampropeltis mexicana mexicana,$49.99,7
Snakes,Sunbeam Snake,,$44.99,7
Isopods,Porcellio Scaber “Red Calico” Isopod,Porcellio Scaber,$14.99,7
Snakes,Montpellier Snake,Malpolon monspessulanus,$49.99,7
Turtles,Baby Florida Red Belly Slider Turtle,Pseudemys nelsoni,$19.99,7
Lizards,Sub Adult Chinese Water Dragon,Physignathus cocincinus,$29.99,7
Venomous,3-5 Foot West African Gaboon Viper,Bitis gabonica rhinosceros,$299.99,7
Lizards,Baby Veiled Chameleons,Chamaeleo calyptratus,$19.99,7
Snakes,Baby Albino Kenyan Sand Boa,Eryx colubrinus,$124.99,7
Snakes,Baby Scaleless Head Pastel Yellowbelly Ball Python,Python regius,$424.99,7
Lizards,Ornate Girdled Lizard,Zonosaurus ornatus,$24.99,7
Lizards,Brown Anole,,$2.99,7
Inverts,Burrowing Scorpion,Opistophthalmus boehmi,$14.99,7
Snakes,Baby Ultramel Motley Cornsnake,Pantherophis guttatus,$74.99,7
Isopods,Porcellio spinicornis “Brick Work” Isopod,,$9.99,7
Geckos,Spearpoint Leaf-Tailed Gecko,Uroplatus ebenaui,$224.99,7
Inverts,Egyptian Green Scorpion,Buthacus leptochelys,$24.99,7
Geckos,Baby Bell Albino Leopard Gecko,Eublepharis macularius,$39.99,7
Snakes,Baby Candy Cane Albino Cornsnake,Pantherophis guttatus,$34.99,7
Lizards,Ocellated Skink,Chalcides ocellatus,$9.99,7
Snakes,Chinese Bamboo Ratsnake,Oreocryptophis porphyraceus vaillanti,$179.99,7
Amphibians,Apricot Pacman Frog,,$34.99,7
Turtles,Baby Hypo Yellowbelly Slider Turtle,Trachemys scripta scripta,$224.99,7
Venomous,West African Bush Viper,Atheris chlorechis,$149.99,7
Isopods,Zebra Roly-Poly Isopods,Armadillidium maculatum,$14.99,7
Lizards,Fischer’s Chameleon,Kinyongia fischeri,$44.99,7
Snakes,Banded File Elephant Trunk Snake,Acrochordus granulatus,$74.99,7
Geckos,Baby Mt. Koghis Leachianus Gecko,,"$1,199.99",7
Lizards,Schneider Skink,,$29.99,7
Turtles,Baby Yellowbelly Slider Turtle,Trachemys scripta scripta,$9.99,7
Snakes,Emerald Tree Boa,Corallus caninus,$224.99,7
Amphibians,American Bullfrog,Lithobates catesbeianus,$9.99,7
Lizards,Juvenile Chinese Water Dragon,Physignathus cocincinus,$19.99,7
Isopods,Roly-Poly Isopods,Armadillidium vulgare,$9.99,7
Geckos,Golden Gecko,,$5.99,7
Lizards,Baby Monkey Tailed Skink,Corucia zebrata,$499.99,7
Turtles,Asian Box Turtle,Cuora amboinensis,$44.99,7
Snakes,Baby Sinaloan Milksnake,Lampropeltis triangulum,$49.99,7
Isopods,Orange Roly-Poly Isopods,Armadillidium vulgare,$9.99,7
Snakes,Baby Eastern Chain Kingsnake,Lampropeltis getula getula,$59.99,7
Snakes,Baby Diamond Python,Morelia spilota spilota,$399.99,7
Snakes,Black Banded Snake,Scolecophis atrocinctus,$299.99,7
Tegus,Baby Albino Cherry Ice Tegu,TUPINAMBIS MERIANAE X TUPINAMBIS RUFESCENS,"$2,499.99",7
Tegus,Baby Deep Purple Tegu,SALVATOR MERIANAE X RUFESCENS,$499.99,7
Tegus,Baby Albino Purple Ice Tegu,TUPINAMBIS MERIANAE X TUPINAMBIS RUFESCENS,"$2,499.99",7
Lizards,Blue Tree Monitors,Varanus macraei,"$2,499.99",7
Tortoises,Baby Giant South African Leopard Tortoise,Geochelone pardalis pardalis,$274.99,7
Snakes,Baby Lavender Brooks Kingsnake,Lampropeltis getula brooksi,$99.99,7
Lizards,Dumeril’s Monitor,Varanus dumerilii,$274.99,7
Snakes,Baby Aberrant California Kingsnake,Lampropeltis getula californiae,$99.99,7
Snakes,Water Snakes,,$9.99,7
Snakes,Baby Sunkissed Cornsnake,Pantherophis guttatus,$49.99,7
Inverts,Chilean Bronze Tarantula,Paraphysa scrofa,$29.99,7
Snakes,Baby Schokari Sand Racer,Psammophis schokari,$49.99,7
Geckos,Super Mossy Leaftail Gecko,Uroplatus sameiti,$149.99,7
Snakes,Baby Jungle Sunglow Colombian Redtail Boa,Boa constrictor imperator,$499.99,6
Lizards,Baby Ocellated Uromastyx,Uromastyx ocellatus,$124.99,6
Inverts,Egyptian Gold Scorpion,Buthacus Occidentalis,$24.99,6
Amphibians,Dragon Wing Ornate Pacman,Ceratophrys ornata,$29.99,6
Amphibians,Sunburst Pacman Frog,Ceratophrys cranwelli,$24.99,6
Turtles,Baby Western Painted Turtle,,$14.99,6
Snakes,Baby Ghost Cornsnake,Pantherophis guttatus,$44.99,6
Snakes,Baby Blonde Trans-Pecos Rat Snake,,$124.99,6
Venomous,Jerdoni’s Pit Viper,Protobothrops jerdonii,$399.99,6
Lizards,Desert Spiny Lizard,Sceloporus magister,$14.99,6
Snakes,Pied Ball Python,,$349.99,6
Lizards,Parson’s Chameleon,Calumma parsonii,$699.99,6
Lizards,Madagascan Spiny Tail Iguana (Cyclops),Oplurus cyclurus,$29.99,6
Isopods,Porcellio Dilatatus “Giant Canyon” Isopod,Porcellio dilatatus,$9.99,6
Inverts,White Spotted Assassin Bug,,$29.99,6
Amphibians,C.B. Baby Blue Eyed Dumpy Tree Frog,Litoria caerulea,$29.99,6
Venomous,Prairie Rattlesnake,Crotalus viridis,$124.99,6
Lizards,Smallwood’s Anole,Anolis smallwoodi,$149.99,6
Inverts,Madagascan Flat Scorpion,Opisthacanthus madagascariensis,$24.99,6
Lizards,Baby Chinese Water Dragon,Physignathus cocincinus,$12.49,6
Amphibians,Baby Brown Suriname Horned Frog,Ceratophrys cornuta,$39.99,6
Turtles,Baby Florida Snapping Turtle,Chelydra serpentina,$29.99,6
Lizards,Giant Water Skink,,$149.99,6
Snakes,Baby Aru Green Tree Python,Morelia viridis,$499.99,6
Snakes,Baby Paradox Snow Kenyan Sand Boa,Eryx colubrinus,$199.99,6
Lizards,Mophead Iguana,Uranoscodon superciliosus,$24.99,6
Lizards,Baby Hypo Bearded Dragon,Pogona vitticeps,$59.99,6
Snakes,Flower’s Racer,Coluber florulentus,$39.99,6
Snakes,Baby Fire Cornsnake,Pantherophis guttatus,$39.99,6
Inverts,Scarlet Millipede,Trigoniulus corallinus,$2.99,6
Snakes,Baby Snow Florida Kingsnake,Lampropeltis getula floridana,$149.99,6
Turtles,Baby Three Striped Mud Turtle,Kinosternon baurii,$59.99,6
Inverts,Flat Millipede,,$4.99,6
Snakes,Sorong Green Tree Python,Morelia viridis,$599.99,6
Amphibians,Green & Black Auratus Dart Frog,Dendrobates auratus,$39.99,6
Snakes,Baby Anaconda Het Albino Western Hognose Snake,Heterodon nasicus,$124.99,6
